ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
20614	20614.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	La Camargo Dancing (detail)	c. 1730	Oil on canvas	National Gallery of Art, Washington	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/camargo2.html
20615	20615.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Portrait of the Dancer Camargo	c. 1732	Oil on canvas, 45 x 55 cm	The Hermitage, St. Petersburg	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/lancret/camargo3.html
20616	20616.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Company in the Park	-	Oil on canvas, 65 x 70 cm	Museu Calouste Gulbenkian, Lisbon	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/company.html
20617	20617.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Concert in the Park	after 1720	Oil on canvas, 76 x 107 cm	The Hermitage, St. Petersburg	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/concert.html
20618	20618.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Bal Champêtre (Country Ball)	-	Oil on canvas, 73 x 59 cm	Private collection	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/country.html
20619	20619.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	The Earth	c. 1730	Oil on canvas, 38 x 31 cm	Museo Thyssen-Bornemisza, Madrid	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/earth.html
20620	20620.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Fete in a Wood	1720-25	Oil on canvas, 64 x 91 cm	Wallace Collection, London	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/fetewood.html
20621	20621.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	The Joy of the Theatre (La Joie du Theâtre)	1717-18	Oil on canvas, 26 x 31 cm	Private collection	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/joytheat.html
20622	20622.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Luncheon Party in a Park	c. 1735	Oil on canvas, 54 x 46 cm	Museum of Fine Arts, Boston	painting	landscape	French	1701-1750	http://www.wga.hu/html/l/lancret/l_party.html
20623	20623.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Lady and Gentleman with two Girls and a Servant	1742	Oil on canvas, 89 x 98 cm	National Gallery, London	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/lady_gen.html
20624	20624.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Portrait of Pierre Mangot	1723	Oil on canvas, 60 x 51 cm	Private collection	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/lancret/mangot.html
20625	20625.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Le Menuet	1732	Oil on canvas, 74 x 87 cm	Private collection	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/menuet.html
20626	20626.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Le Moulinet	-	Oil on canvas, 129 x 95 cm	Schloss Charlottenburg, Berlin	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/mouline1.html
20627	20627.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Dance in a Pavilion	1730-35	Oil on canvas, 130 x 97 cm	Schloss Charlottenburg, Berlin	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/mouline2.html
20628	20628.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Picnic after the Hunt	1735-40	Oil on canvas, 62 x 75 cm	National Gallery of Art, Washington	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/picnic.html
20629	20629.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Study for Picnic after the Hunt	1735-40	Black chalk heightened with white on gray paper	Bibliothèque Municipale, Rouen	graphics	study	French	1701-1750	http://www.wga.hu/html/l/lancret/picnic1.html
20630	20630.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Le Repas Italien	before 1738	Oil on canvas, 90 x 91 cm	Schloss Sanssouci, Berlin	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/repas_it.html
20631	20631.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	The Seat of Justice in the Parliament of Paris in 1723	c. 1724	Oil on canvas, 56 x 81,5 cm	Musée du Louvre, Paris	painting	historical	French	1701-1750	http://www.wga.hu/html/l/lancret/seatjust.html
20632	20632.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Justified Servant	-	Oil on copper, 28 x 36 cm	Private collection	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/servant1.html
20633	20633.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	The Geese of Brother Philip	-	Oil on canvas, 28 x 36 cm	Private collection	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/servant2.html
20634	20634.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	The Swing	c. 1735	Oil on canvas, 70 x 89 cm	Victoria and Albert Museum, London	painting	genre	French	1701-1750	http://www.wga.hu/html/l/lancret/swing.html
20635	20635.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Tiger Hunt	1735-36	Oil on canvas, 51 x 41 cm	Private collection	painting	landscape	French	1701-1750	http://www.wga.hu/html/l/lancret/tigerhun.html
20636	20636.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Spring	1738	Oil on canvas, 69 x 68 cm	Musée du Louvre, Paris	painting	landscape	French	1701-1750	http://www.wga.hu/html/l/lancret/z_spring.html
20637	20637.jpg	LANCRET, Nicolas	(b. 1690, Paris, d. 1743, Paris)	Winter	1738	Oil on canvas, 69 x 89 cm	Musée du Louvre, Paris	painting	landscape	French	1701-1750	http://www.wga.hu/html/l/lancret/z_winter.html
20638	20638.jpg	LANDI, Gaspare	(b. 1756, Piacenza, d. 1830, Piacenza)	Meeting of Hector and Andromache	1794	Oil on canvas, 150 x 205 cm	Private collection	painting	mythological	Italian	1801-1850	http://www.wga.hu/html/l/landi/meeting.html
20639	20639.jpg	LANDI, Gaspare	(b. 1756, Piacenza, d. 1830, Piacenza)	Portrait of Onofrio Boni	c. 1801	Oil on canvas, 47 x 37 cm	Private collection	painting	portrait	Italian	1801-1850	http://www.wga.hu/html/l/landi/onofrio.html
20640	20640.jpg	LANDI, Gaspare	(b. 1756, Piacenza, d. 1830, Piacenza)	Self-Portrait	1806	Oil on canvas	Galleria Borghese, Rome	painting	portrait	Italian	1801-1850	http://www.wga.hu/html/l/landi/portr_ar.html
20641	20641.jpg	LANDI, Gaspare	(b. 1756, Piacenza, d. 1830, Piacenza)	Portrait of Canova	1806	Oil on canvas	Galleria Borghese, Rome	painting	portrait	Italian	1801-1850	http://www.wga.hu/html/l/landi/portr_ca.html
20642	20642.jpg	LANDINI, Taddeo	(b. ca. 1550, Firenze, d. 1596, Roma)	Fontana delle Tartarughe	1585	Marble and bronze	Piazza Mattei, Rome	sculpture	other	Italian	1551-1600	http://www.wga.hu/html/l/landini/tartarug.html
20643	20643.jpg	LANDON, Charles Paul	(b. 1760, Nonant-le-Pin, d. 1826, Paris)	Allegory of Summer	1794	Oil on canvas, 61 x 50 cm	Private collection	painting	mythological	French	1751-1800	http://www.wga.hu/html/l/landon/allegory.html
20644	20644.jpg	LANDON, Charles Paul	(b. 1760, Nonant-le-Pin, d. 1826, Paris)	Icarus and Daedalus	1799	Oil on canvas, 54 x 44 cm	Musée des Beaux-Arts et de la Dentelle, Alençon	painting	mythological	French	1751-1800	http://www.wga.hu/html/l/landon/icarus.html
20645	20645.jpg	LANDSEER, Charles	(b. 1799, London, d. 1879, London)	The Census of April the 8th, 1861	1861	Oil on canvas, 99 x 142 cm	Private collection	painting	other	English	1801-1850	http://www.wga.hu/html/l/landseer/charles/census.html
20646	20646.jpg	LANDSEER, Charles	(b. 1799, London, d. 1879, London)	Cinderella	-	Oil on canvas, 73 x 93 cm	Private collection	painting	mythological	English	1801-1850	http://www.wga.hu/html/l/landseer/charles/cinderel.html
20647	20647.jpg	LANDSEER, Sir Edwin Henry	(b. 1802, London, d. 1873, London)	Isaac van Amburgh and his Animals	1839	Oil on canvas, 113 x 175 cm	Royal Collection, Windsor	painting	genre	English	1801-1850	http://www.wga.hu/html/l/landseer/edwin/amburgh.html
20648	20648.jpg	LANDSEER, Sir Edwin Henry	(b. 1802, London, d. 1873, London)	Isaac van Amburgh and his Animals (detail)	1839	Oil on canvas	Royal Collection, Windsor	painting	genre	English	1801-1850	http://www.wga.hu/html/l/landseer/edwin/amburgh1.html
20649	20649.jpg	LANDSEER, Sir Edwin Henry	(b. 1802, London, d. 1873, London)	A Greyhound with a Hare	1817	Oil on canvas, 43 x 54 cm	Private collection	painting	other	English	1801-1850	http://www.wga.hu/html/l/landseer/edwin/greyhoun.html
20650	20650.jpg	LANDSEER, Sir Edwin Henry	(b. 1802, London, d. 1873, London)	Head Study of a Girl	1830s	Oil on board, 23 x 25 cm	Private collection	painting	study	English	1801-1850	http://www.wga.hu/html/l/landseer/edwin/headgirl.html
20651	20651.jpg	LANDSEER, Sir Edwin Henry	(b. 1802, London, d. 1873, London)	A Highland Landscape	-	Oil on panel, 27 x 30 cm	Private collection	painting	landscape	English	1801-1850	http://www.wga.hu/html/l/landseer/edwin/highland.html
20652	20652.jpg	LANDSEER, Sir Edwin Henry	(b. 1802, London, d. 1873, London)	Venus, a Landseer Newfoundland with a Rabbit	1819	Oil on canvas, 116 x 141 cm	Private collection	painting	genre	English	1801-1850	http://www.wga.hu/html/l/landseer/edwin/landseer.html
20653	20653.jpg	LANDSEER, Sir Edwin Henry	(b. 1802, London, d. 1873, London)	Queen Victoria and Prince Albert at the Bal Costumé of 12 May 1842	1842	Oil on canvas, 143 x 112 cm	Royal Collection, Windsor	painting	historical	English	1801-1850	http://www.wga.hu/html/l/landseer/edwin/queen.html
20654	20654.jpg	LANDSEER, Sir Edwin Henry	(b. 1802, London, d. 1873, London)	The Arab Tent	1866	Oil on canvas, 154 x 226 cm	Wallace Collection, London	painting	genre	English	1801-1850	http://www.wga.hu/html/l/landseer/edwin/the_arab.html
20655	20655.jpg	LANDSEER, Thomas	(b. 1795, London, d. 1880, London)	A Tiger (Felis tigris)	c. 1823	Etching	British Library, London	graphics	other	English	1801-1850	http://www.wga.hu/html/l/landseer/thomas/tiger.html
20656	20656.jpg	LANDSEER, Thomas	(b. 1795, London, d. 1880, London)	Wild Deer at Chillingham	1869	Engraving, 270 x 185 mm	Private collection	graphics	landscape	English	1801-1850	http://www.wga.hu/html/l/landseer/thomas/wilddeer.html
20657	20657.jpg	LANE, Fitz Hugh	(b. 1804, Gloucester, Ma., d. 1865, Gloucester, Ma.)	Owl's Head, Penobscot Bay, Maine	1862	Oil on canvas, 40 x 66 cm	Museum of Fine Arts, Boston	painting	landscape	American	1851-1900	http://www.wga.hu/html/l/lane/owlshead.html
20658	20658.jpg	LANE, Fitz Hugh	(b. 1804, Gloucester, Ma., d. 1865, Gloucester, Ma.)	The Island and Fort of Ten Pound, Gloucester	1847	Oil on canvas, 51 x 76 cm	Museo Thyssen-Bornemisza, Madrid	painting	landscape	American	1851-1900	http://www.wga.hu/html/l/lane/tenpound.html
20659	20659.jpg	LANEN, Jasper van der	(b. ca. 1585, Antwerpen, d. after 1626, Antwerpen)	Diana and Her Nymph Hunting	-	Oil on board, 83 x 118 cm	Museo Nacional de Bellas Artes, Buenos Aires	painting	mythological	Flemish	1601-1650	http://www.wga.hu/html/l/lanen/diana.html
20660	20660.jpg	LANEN, Jasper van der	(b. ca. 1585, Antwerpen, d. after 1626, Antwerpen)	Landscape with Bagpipe Player	-	Oil on panel, 48 x 71 cm	Private collection	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/l/lanen/landscap.html
20661	20661.jpg	LANEUVILLE, Jean-Louis	(b. 1748, Paris, d. 1826, Paris)	Portrait of Bertrand Barère de Vieuzac	1793-94	Oil on canvas, 130 x 97 cm	Neue Pinakothek, Munich	painting	portrait	French	1751-1800	http://www.wga.hu/html/l/laneuvil/portrait.html
20662	20662.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	St Peter Healing St Agatha	c. 1614	Oil on canvas, 100 x 133 cm	Galleria Nazionale, Parma	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/agatha.html
20663	20663.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Venus Playing the Harp (Allegory of Music)	1630-34	Oil on canvas, 214 x 150 cm	Galleria Nazionale d'Arte Antica, Rome	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/allegory.html
20664	20664.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Angelica and Medoro	-	Oil on canvas, 73 × 96 cm	Fondantico di Tiziana Sassòli, Bologna	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/angelica.html
20665	20665.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	The Annunciation	1610-30	Oil on copper, 74 x 54 cm	The Hermitage, St. Petersburg	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/annuncia.html
20666	20666.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Coronation of the Virgin with St Augustine and St William of Aquitaine	c. 1616	Oil on canvas, 220 x 144 cm	Musée du Louvre, Paris	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/coronati.html
20667	20667.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Mary Magdalen Raised by Angels	c. 1616	Oil on canvas, 109 x 78 cm	Museo Nazionale di Capodimonte, Naples	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/eremiti1.html
20668	20668.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Christ Served by Angels	c. 1616	Oil on canvas, 100 x 126 cm	Museo Nazionale di Capodimonte, Naples	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/eremiti2.html
20669	20669.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Hagar in the Wilderness	-	Oil on canvas, 138 x 159 cm	Musée du Louvre, Paris	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/hagar.html
20670	20670.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Madonna and Child with Sts Anthony Abbot and James the Greater	1622-23	Oil on canvas, 220 x 128 cm	Kunsthistorisches Museum, Vienna	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/madsaint.html
20671	20671.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Ecstasy of St Margaret of Cortona	1622	Oil on canvas, 230 x 185 cm	Galleria Palatina (Palazzo Pitti), Florence	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/margaret.html
20672	20672.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Miracle of the Bread and Fish	1620-23	Oil on canvas, 229 x 426 cm	National Gallery of Ireland, Dublin	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/miracle.html
20673	20673.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Norandino and Lucina Discovered by the Ogre	c. 1624	Oil on canvas	Galleria Borghese, Rome	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/norandin.html
20674	20674.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Rinaldo's Farewell to Armida	1614	Oil on canvas, 109 x 178 cm	Private collection	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/rinaldo.html
20675	20675.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	St Ursula and the Virgins	1622	Oil on canvas, 209 x 138	Galleria Nazionale d'Arte Antica, Rome	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/s_ursula.html
20676	20676.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	St Andrea Avellino	1624	Oil on canvas, 420 x 320 cm	Sant'Andrea della Valle, Rome	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/1/standrea.html
20677	20677.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Crossing cupola paintings	1622-28	Fresco	Sant'Andrea della Valle, Rome	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/andrea1.html
20678	20678.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Cupola vault	1622-28	Fresco	Sant'Andrea della Valle, Rome	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/andrea2.html
20679	20679.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Cupola vault (detail)	1622-28	Fresco	Sant'Andrea della Valle, Rome	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/andrea3.html
20680	20680.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	The Healing of the Cripple at the Pool of Bethesda	c. 1644	Fresco	Santi Apostoli, Naples	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/apostoli.html
20681	20681.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	The Council of Gods	1624-25	Fresco	Galleria Borghese, Rome	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/borghese.html
20682	20682.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	View of the nave and choir	1637-39	Fresco	Certosa di San Martino, Naples	painting	interior	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/certosa1.html
20683	20683.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Nave vault	1637-39	Fresco	Certosa di San Martino, Naples	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/certosa2.html
20684	20684.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Lunette of the entry wall	1637-39	Fresco	Certosa di San Martino, Naples	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/certosa3.html
20685	20685.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Crucifixion	1637-39	Fresco	Certosa di San Martino, Naples	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/certosa4.html
20686	20686.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Crucifixion (detail)	1637-39	Fresco	Certosa di San Martino, Naples	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/certosa5.html
20687	20687.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Design for vault frescoes	1637	Brown ink and watercolour with pencil, 220 x 348 mm	Teylers Museum, Haarlem	graphics	study	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/certosa6.html
20688	20688.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	The Council of Gods	1624-25	Fresco	Galleria Borghese, Rome	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/council.html
20689	20689.jpg	LANFRANCO, Giovanni	(b. 1582, Parma, d. 1647, Roma)	Christ Ascending	1621-24	Fresco	San Giovanni dei Fiorentini, Rome	painting	religious	Italian	1601-1650	http://www.wga.hu/html/l/lanfranc/2/fiorenti.html
20690	20690.jpg	LANGETTI, Giovanni Battista	(b. 1635, Genova, d. 1676, Venezia)	Cato	1660-80	Oil on canvas, 117 x 106 cm	The Hermitage, St. Petersburg	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/langetti/cato.html
20691	20691.jpg	LANGETTI, Giovanni Battista	(b. 1635, Genova, d. 1676, Venezia)	Mary Magdalene at the Foot of the Cross	c. 1670	Oil on canvas	Santa Teresa, Venice	painting	religious	Italian	1651-1700	http://www.wga.hu/html/l/langetti/crucifix.html
20692	20692.jpg	LANGETTI, Giovanni Battista	(b. 1635, Genova, d. 1676, Venezia)	Diogenes and Alexander	c. 1650	Oil on canvas, 142 x 133 cm	Fondazione Querini Stampalia, Venice	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/langetti/diogenes.html
20693	20693.jpg	LANGETTI, Giovanni Battista	(b. 1635, Genova, d. 1676, Venezia)	Joseph Interprets the Baker's Dreams in Prison	-	Oil on canvas, 124 x 173 cm	Private collection	painting	religious	Italian	1651-1700	http://www.wga.hu/html/l/langetti/joseph.html
20694	20694.jpg	LANGETTI, Giovanni Battista	(b. 1635, Genova, d. 1676, Venezia)	Lot and His Daughters	-	Oil on canvas, 137 x 182 cm	Private collection	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/langetti/lot_daug.html
20695	20695.jpg	LANGETTI, Giovanni Battista	(b. 1635, Genova, d. 1676, Venezia)	Apollo and Marsyas	c. 1660	Oil on canvas, 108 x 126 cm	Private collection	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/langetti/marsyas.html
20696	20696.jpg	LANGETTI, Giovanni Battista	(b. 1635, Genova, d. 1676, Venezia)	The Good Samaritan	-	Oil on canvas, 102 x 97 cm	Private collection	painting	religious	Italian	1651-1700	http://www.wga.hu/html/l/langetti/samarita.html
20697	20697.jpg	LANGLOIS, Jérôme-Martin	(b. 1779, Paris, d. 1838, Paris)	Cassandra Imploring Minerva's Vengeance against Ajax, Who Has Outraged Her	c. 1810	Oil on canvas, 38 x 46 cm	Private collection	painting	mythological	French	1801-1850	http://www.wga.hu/html/l/langlois/cassandr.html
20698	20698.jpg	LANGLOIS, Jérôme-Martin	(b. 1779, Paris, d. 1838, Paris)	Diana and Endymion	-	Oil on canvas, 318 x 211 cm	Private collection	painting	mythological	French	1801-1850	http://www.wga.hu/html/l/langlois/diana.html
20699	20699.jpg	LANGLOIS, Jérôme-Martin	(b. 1779, Paris, d. 1838, Paris)	Portrait of Jacques-Louis David	1824	Oil on canvas, 88 x 75 cm	Musée du Louvre, Paris	painting	portrait	French	1801-1850	http://www.wga.hu/html/l/langlois/p_david.html
20700	20700.jpg	LANGREN, Hendrik Floris van	(c. 1574-1648)	Leo Belgicus	before 1609	Hand coloured engraving and etching, 368 x 450 mm	National Széchényi Library, Budapest	graphics	other	Dutch	1601-1650	http://www.wga.hu/html/l/langren/leo_belg.html
20701	20701.jpg	LANINO, Bernardino	(b. ca. 1512, Vercelli, d. after 1581)	St John the Baptist in the Wilderness	-	Panel, 24 x 24 cm	National Gallery of Scotland, Edinburgh	painting	religious	Italian	1551-1600	http://www.wga.hu/html/l/lanino/st_john.html
20702	20702.jpg	LANINO, Bernardino	(b. ca. 1512, Vercelli, d. after 1581)	Triumph of Christ with Angels and Cherubs	-	Oil on panel, 97 x 149 cm	Private collection	painting	religious	Italian	1551-1600	http://www.wga.hu/html/l/lanino/triumph.html
20703	20703.jpg	LANINO, Bernardino	(b. ca. 1512, Vercelli, d. after 1581)	Virgin and Child with the Young St John	-	Oil on panel, 73 x 56 cm	Private collection	painting	religious	Italian	1551-1600	http://www.wga.hu/html/l/lanino/virgin_c.html
20704	20704.jpg	LAPINI, Cesare	(b. 1848, Firenze, d. after 1893, Firenze)	The First Kiss	1883	Marble, height 84 cm	Private collection	sculpture	genre	Italian	1851-1900	http://www.wga.hu/html/l/lapini/firstkis.html
20705	20705.jpg	LAPINI, Cesare	(b. 1848, Firenze, d. after 1893, Firenze)	The Love Letter	-	White marble, height 97 cm	Private collection	sculpture	genre	Italian	1851-1900	http://www.wga.hu/html/l/lapini/lovelett.html
20706	20706.jpg	LAPINI, Cesare	(b. 1848, Firenze, d. after 1893, Firenze)	Odalisque	1889	White marble, height 67 cm	Private collection	sculpture	other	Italian	1851-1900	http://www.wga.hu/html/l/lapini/odalisqu.html
20707	20707.jpg	LAPINI, Cesare	(b. 1848, Firenze, d. after 1893, Firenze)	At the Seaside	-	Marble	Musée de la Piscine, Roubaix	sculpture	genre	Italian	1851-1900	http://www.wga.hu/html/l/lapini/seaside.html
20708	20708.jpg	LAPINI, Cesare	(b. 1848, Firenze, d. after 1893, Firenze)	Surprise	1883	Marble, height 80 cm	Private collection	sculpture	genre	Italian	1851-1900	http://www.wga.hu/html/l/lapini/surpris1.html
20709	20709.jpg	LAPINI, Cesare	(b. 1848, Firenze, d. after 1893, Firenze)	Surprise	1883	Marble, height 80 cm	Private collection	sculpture	genre	Italian	1851-1900	http://www.wga.hu/html/l/lapini/surpris2.html
20710	20710.jpg	LAPITO, Louis-Auguste	(b. 1803, Joinville-le-Pont, d. 1874, Boulogne-sur-Seine)	View of Genoa	1863	Oil on canvas, 67 x 130 cm	Private collection	painting	landscape	French	1801-1850	http://www.wga.hu/html/l/lapito/v_genoa.html
20711	20711.jpg	LAPORTE, George Henry	(b. 1799, Hannover, d. 1873, London)	Camp in the Desert	-	Oil on canvas, 76 x 106 cm	Private collection	painting	genre	German	1801-1850	http://www.wga.hu/html/l/laporte/camp_des.html
20712	20712.jpg	LAPORTE, George Henry	(b. 1799, Hannover, d. 1873, London)	Hunters and Groom in a Paddock	1860	Oil on canvas, 91 x 128 cm	Private collection	painting	other	German	1801-1850	http://www.wga.hu/html/l/laporte/paddock.html
20713	20713.jpg	LAPORTE, George Henry	(b. 1799, Hannover, d. 1873, London)	Portrait a Bay Racing Pony	c. 1840	Oil on canvas, 70 x 90 cm	Private collection	painting	other	German	1801-1850	http://www.wga.hu/html/l/laporte/portpony.html
20714	20714.jpg	LARCIANI, Giovanni di Lorenzo	(b. 1484, Firenze, d. 1527, Firenze)	Crucifixion	1523-27	Oil on wood	Musée des Beaux-Arts, Rouen	painting	religious	Italian	1501-1550	http://www.wga.hu/html/l/larciani/crucifix.html
20715	20715.jpg	LARCIANI, Giovanni di Lorenzo	(b. 1484, Firenze, d. 1527, Firenze)	Scenes from a Legend	1515-20	Oil on canvas, 28 x 89 cm	National Gallery of Art, Washington	painting	religious	Italian	1501-1550	http://www.wga.hu/html/l/larciani/legend.html
20716	20716.jpg	LARCIANI, Giovanni di Lorenzo	(b. 1484, Firenze, d. 1527, Firenze)	Virgin and Child	-	Oil on panel, 70 x 51 cm	Private collection	painting	religious	Italian	1501-1550	http://www.wga.hu/html/l/larciani/virgin_c.html
20717	20717.jpg	LARCIANI, Giovanni di Lorenzo	(b. 1484, Firenze, d. 1527, Firenze)	Virgin and Child	-	Oil on panel, 66 x 48 cm	Private collection	painting	religious	Italian	1501-1550	http://www.wga.hu/html/l/larciani/virginch.html
20718	20718.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	The Sculptor Nicolas Coustou in His Atelier	1710-12	Oil on canvas, 136 x 109 cm	Staatliche Museen, Berlin	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/coustou.html
20719	20719.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	The Artist and his Family	c. 1710	Oil on canvas, 149 x 200 cm	Musée du Louvre, Paris	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/family.html
